EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,OverTime,DistanceFromHome,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition
1442,29,Male,Single,4,Medical,Sales,Sales Representative,1,3277,3,0,2,0,No,8,Travel_Rarely,2,1,4,4,0
1443,45,Female,Married,4,Medical,Sales,Sales Representative,1,2310,4,1,0,3,No,8,Travel_Rarely,2,3,2,1,0
1444,40,Female,Married,4,Marketing,Research & Development,Manager,2,3154,8,1,0,1,Yes,22,Travel_Rarely,3,3,2,4,0
1445,51,Male,Divorced,2,Life Sciences,Sales,Sales Representative,1,3212,3,0,1,1,No,1,Travel_Rarely,4,4,3,4,0
1446,32,Female,Married,3,Life Sciences,Sales,Sales Executive,2,6009,12,0,0,1,No,26,Travel_Rarely,3,4,2,4,0
1447,45,Female,Divorced,1,Life Sciences,Sales,Sales Representative,2,6253,4,0,15,2,No,13,Travel_Rarely,2,3,4,2,0
1448,49,Female,Single,1,Marketing,Research & Development,Research Scientist,2,4262,9,0,0,4,No,23,Travel_Rarely,2,2,1,2,0
1449,56,Male,Single,1,Life Sciences,Sales,Sales Executive,2,5696,0,0,4,1,Yes,24,Travel_Rarely,3,4,1,1,0
1450,45,Male,Single,3,Medical,Research & Development,Research Scientist,1,2362,9,2,5,1,No,21,Non-Travel,3,4,3,4,0
1451,41,Male,Single,3,Life Sciences,Research & Development,Research Scientist,1,1937,5,0,15,2,Yes,13,Travel_Rarely,3,2,3,3,0
1452,43,Female,Married,3,Technical Degree,Sales,Sales Representative,1,1511,0,4,1,0,No,11,Travel_Rarely,3,2,2,2,0
1453,51,Female,Married,1,Technical Degree,Research & Development,Manager,1,1931,1,0,6,2,No,4,Travel_Rarely,3,4,3,4,0
1454,42,Male,Single,2,Medical,Human Resources,Human Resources,4,11186,13,0,9,0,Yes,7,Travel_Rarely,2,4,3,2,1
1455,25,Male,Divorced,3,Life Sciences,Research & Development,Manager,2,6111,0,2,0,2,No,28,Travel_Rarely,1,3,4,1,0
1456,55,Female,Divorced,2,Life Sciences,Research & Development,Research Scientist,1,2845,3,1,1,2,No,12,Travel_Rarely,1,1,1,3,0
1457,45,Female,Single,3,Life Sciences,Sales,Sales Representative,1,2702,1,1,0,0,No,27,Travel_Rarely,2,1,4,1,1
1458,45,Female,Single,2,Life Sciences,Research & Development,Healthcare Representative,1,1390,5,4,2,2,Yes,13,Non-Travel,1,2,3,2,0
1459,34,Female,Single,3,Medical,Sales,Sales Representative,1,2283,9,0,2,1,No,22,Travel_Rarely,2,3,2,2,1
1460,44,Male,Single,3,Medical,Sales,Sales Representative,1,1654,2,2,0,1,Yes,12,Travel_Frequently,4,3,1,4,0
1461,39,Male,Single,2,Technical Degree,Sales,Sales Representative,2,4739,2,0,4,1,No,16,Non-Travel,4,3,3,4,0
1462,44,Female,Married,2,Life Sciences,Sales,Sales Representative,3,10271,20,2,0,1,No,6,Travel_Rarely,3,4,2,3,0
1463,30,Male,Single,3,Medical,Research & Development,Manager,2,5821,7,0,4,0,Yes,14,Travel_Rarely,4,1,3,4,0
1464,44,Male,Married,3,Medical,Sales,Sales Representative,1,1763,11,0,0,6,Yes,19,Travel_Rarely,2,1,2,3,0
1465,59,Female,Divorced,2,Medical,Research & Development,Laboratory Technician,1,1930,2,1,3,2,No,16,Travel_Rarely,4,2,3,2,1
1466,28,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,4223,1,0,0,0,No,27,Travel_Rarely,3,1,3,4,0
1467,58,Female,Divorced,4,Medical,Research & Development,Research Scientist,2,3710,2,0,0,4,No,26,Travel_Rarely,3,1,2,4,0
1468,39,Male,Single,3,Medical,Sales,Sales Executive,3,9267,6,0,3,1,Yes,4,Travel_Rarely,3,3,3,3,0
1469,51,Female,Married,2,Marketing,Research & Development,Research Scientist,3,7085,0,1,0,2,No,5,Travel_Rarely,1,4,3,3,1
1470,47,Male,Married,3,Technical Degree,Sales,Sales Executive,2,4350,1,3,2,1,Yes,9,Travel_Rarely,4,4,2,4,0
